Sub * SUBJ SUBJ !«œ»Ì« !
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 508
W * DELM DELM (
W * DELM DELM °
W * N N,SING,PR ‰›«Ì” «·„¬À—
W * P P »Â
W * N N,SING,COM,GEN ÕÊ«·ÂÒ
W * N N,SING,PR,GEN ÃÂ«‰êÌ—
W * N N,SING,PR ‘«ÂÌ
W * DELM DELM °
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 642
W * DELM DELM °
W * N N,SING,PR,GEN ÃÂ«‰êÌ—
W * N N,SING,PR ‘«ÂÌ
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 37
W * DELM DELM (
W * DELM DELM ∫
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * DELM DELM (
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 97
W * DELM DELM (
W * CON CON Ê
W * N N,SING,LOC ¬ ‘ﬂœÂ
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 180
W * DELM DELM (
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,PR,GEN Õ“‰Ì
W * ADJ ADJ,SIM «’›Â«‰Ì
W * P P »«
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR ⁄·ÊÌ
W * N N,SING,COM ›—ﬁ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * CON CON çÊ‰
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰›—
W * P P «“
W * PRO PRO,REC ÌﬂœÌê—
W * ADJ ADJ,SIM Ãœ«
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,PR ⁄—›« 
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * ADJ ADJ,SIM „⁄«’—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON çÊ‰
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR ⁄·ÊÌ
W * CON CON Ê
W * N N,SING,PR «’›Â«‰Ì
W * RA RA —«
W * ADJ ADJ,SIM Ãœ«
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN «Õ „«·
W * N N,SING,COM ‘ﬂ
W * P P «“
W * N N,SING,COM »Ì‰
W * V V,PRS,POS,3 „Ì —Êœ
W * DELM DELM .
W * CON CON çÊ‰
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN Õ“‰Ì
W * ADJ ADJ,SIM «’›Â«‰Ì
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * DELM DELM )
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 1
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 12
W * DELM DELM -
W * N N,SING,NUM 413
W * DELM DELM (
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON »‰«»—«Ì‰
W * N N,SING,COM ‘ﬂ
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,PR,GEN Õ“‰Ì
W * N N,SING,PR «’›Â«‰Ì
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,COM »ÕÀ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,SING,COM,INDF –ﬂ—Ì
W * P P «“
W * N N,SING,PR,GEN —Ê“»Â
W * N N,SING,PR ‘Ì—«“Ì
W * P P œ—
W * N N,SING,PR ⁄—›«  «·⁄«‘ﬁÌ‰
W * DELM DELM )
W * N N,SING,COM Ê—ﬁ
W * N N,SING,NUM 172
W * DELM DELM (
W * DELM DELM °
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 59
W * DELM DELM (
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * DELM DELM )
W * N N,SING,COM,GEN ’›ÕÂ
W * N N,SING,NUM 651
W * DELM DELM (
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,COM,GEN ‘„⁄
W * N N,SING,GR «‰Ã„‰
W * P P «“
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,COM «Œ–
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN —œ
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * P P œ—
W * N N,SING,COM ﬂ«—Ê«‰
W * N N,SING,COM,INDF «‘«—Â «Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * P P œ—
W * N N,SING,NFL,GEN ¬„œ‰
W * N N,SING,PR —Ê“»Â
W * ADJ ADJ,SIM ‘Ì—«“Ì
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * CON CON Ê
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,NFL,GEN »Êœ‰
W * PRO PRO,personal,SING,3 «Ê
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF  —œÌœÌ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * P P,GEN œ—»«—Â
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * DELM DELM °
W * N N,SING,COM,GEN „Ê·›
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 1567
W * DELM DELM (
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM  –ﬂ—Â Â«
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * P P »«
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * N N,SING,COM «‘ »«Â
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * P P,GEN œ—»«—Â
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * PRO PRO,INDF,SING ç‰Ì‰
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 599
W * ADJ ADJ,SIM ÂÃ—Ì
W * N N,SING,COM,GEN —«ÂÌ
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC,PR œﬂ‰
W * N N,SING,COM  —ﬁÌ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * CON CON ”Å”
W * P P »Â
W * N N,SING,LOC,PR ⁄—«ﬁ
W * V V,PA,SIM,POS,3 »—ê‘ 
W * DELM DELM .
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,SING,NFL ¬„œ‰
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * P P »«
W * N N,SING,COM,GEN „Ê·›
W * N N,SING,PR ⁄—›« 
W * N N,SING,COM „·«ﬁ« 
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM )
W * N N,SING,PR ⁄—›« 
W * DELM DELM °
W * N N,SING,COM Ê—ﬁ
W * N N,SING,NUM 233
W * DELM DELM (
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM ›—‘ Â
W * CON CON ‰Ì“
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,PR ⁄—›« 
W * DELM DELM °
W * N N,SING,COM,GEN «”„
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,PR ”⁄Ìœ«
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,NUM,GEN 1010
W * ADJ ADJ,SIM,GEN ÂÃ—Ì
W * P P œ—
W * N N,SING,LOC,PR »ÌÃ«ÅÊ—
W * N N,SING,COM Â„—«Â
W * P P »«
W * N N,SING,PR ŸÂÊ—Ì
W * CON CON Ê
W * N N,SING,PR,GEN „·ﬂ
W * N N,SING,PR ﬁ„Ì
W * P P œ—
W * N N,SING,COM,GEN Ã‘‰
W * N N,SING,COM,GEN “«œ—Ê“
W * N N,SING,COM,GEN Å”—
W * N N,SING,PR ‘«Â‰Ê«“
W * N N,SING,SURN Œ«‰
W * N N,SING,COM ‘—ﬂ 
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN  –ﬂ—Â
W * N N,SING,PR ‰’—¬»«œÌ
W * DELM DELM °
W * N N,SING,COM,GEN «”„
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,PR,GEN ”⁄Ìœ«Ì
W * N N,SING,PR «—œ” «‰Ì
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * P P,GEN œ—»«—Â
W * N N,SING,NFL,GEN —› ‰
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,SING,LOC,PR œﬂ‰
W * CON CON ‰Ì“
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ê—œÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM )
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 282
W * DELM DELM (
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC „ÌŒ«‰Â
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,NFL,GEN —› ‰
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * P P «“
W * N N,SING,COM,GEN —«Â
W * N N,SING,PR Â—„“
W * P P »Â
W * N N,SING,LOC,PR œﬂ‰
W * CON CON Ê
W * ADJ ADJ,SIM “Êœ
W * N N,SING,COM,GEN »—ê‘ ‰
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ê—œÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM )
W * N N,SING,COM,GEN ç«Å
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 985
W * DELM DELM (
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * V V,PRS,POS,3 „Ì ‰ÊÌ”œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ›⁄·«
W * P P œ—
W * N N,SING,LOC,PR Â„œ«‰
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 1034
W * ADJ ADJ,SIM ÂÃ—Ì
W * P P œ—
W * N N,SING,LOC,PR êÃ—« 
W * N N,SING,COM,GEN Œ»—
W * N N,SING,COM,GEN œ—ê–‘ 
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM,GEN êÊ‘
W * PRO PRO,INDF,PL Â„ê«‰
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,PR ‰’—¬»«œÌ
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN œ—ê–‘ 
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * N N,SING,NUM,GEN 1030
W * ADJ ADJ,SIM ÂÃ—Ì
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN «ﬁÊ«·
W * ADJ ADJ,SIM „–ﬂÊ—
W * N N,SING,COM,GEN ‰‘«‰œÂ‰œÂ
W * DET DET «Ì‰
W * N N,SING,COM ÕﬁÌﬁ 
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * CON CON Ê
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM Ãœ«
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * P P,GEN œ—»«—Â
W * N N,SING,NFL,GEN ¬„œ‰
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,SING,LOC,PR œﬂ‰
W * CON CON Ê
W * N N,SING,COM  —ﬁÌ
W * N N,SING,NFL,GEN ‰„Êœ‰
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * N N,SING,COM,INDF «‘«—Â «Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,LOC „ÌŒ«‰Â
W * P P,GEN œ—»«—Â
W * N N,SING,NFL,GEN ¬„œ‰
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * P P »Â
W * N N,SING,LOC,PR œﬂ‰
W * CON CON Ê
W * N N,SING,COM,GEN »—ê‘ 
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NUM ç‰œ
W * N N,SING,TIME —Ê“
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,TIME Å”
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ‰ ÌÃÂ
W * V V,PRS,POS,4 „Ì —”Ì„
W * CON CON ﬂÂ
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM œ—«“
W * P P œ—
W * N N,SING,LOC,PR »ÌÃ«ÅÊ—
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * P P «“
W * N N,SING,LOC,PR œﬂ‰
W * P P »Â
W * N N,SING,COM “ÊœÌ
W * V V,PA,SIM,POS,3 »—ê‘ 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN »Ì‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,INDF «Œ ·«ÿÌ
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,NEG,3 ‰œ«—œ
W * CON CON Ê
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ‘«⁄—
W * P P «“
W * PRO PRO,REC Â„
W * ADJ ADJ,SIM Ãœ«
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF œ—«“Ì
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM “‰œêÌ
W * V V,PA,SIM,NEG,3 ‰ﬂ—œ
W * DELM DELM .
W * CON CON «„«
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * P P  «
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM «ﬁ«„ 
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * ADJ ADJ,SIM Œ·«’Â
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM,GEN „Ê·›
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * RA RA —«
W * ADJ ADJ,SIM ﬁ»Ê·
W * V V,PRS,NEG,1 ‰œ«—„
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰«„Â«Ì
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR Â„œ«‰Ì
W * CON CON Ê
W * N N,SING,PR,GEN “ﬂÌ
W * N N,SING,PR «—œ” «‰Ì
W * RA RA —«
W * P P »«
W * PRO PRO,REC Â„
W * N N,SING,COM «Œ ·«ÿ
W * ADJ ADJ,INO ‰„ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «” ‰«œ
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,COM,GEN Ê—Êœ
W * N N,SING,PR —‘œÌ
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,SIM „»‰Ì
W * P P »—
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,PR,GEN ⁄»œ«·»«ﬁÌ
W * N N,SING,PR ‰Â«Ê‰œÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN ⁄»œ«·»«ﬁÌ
W * N N,SING,PR ‰Â«Ê‰œÌ
W * P P «“
W * N N,PL,COM,INDF ‘⁄—«ÌÌ
W * N N,SING,COM Ì«œ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Œ«‰
W * N N,PL,COM Œ«‰«‰
W * RA RA —«
W * N N,SING,COM „œÕ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,PR ‰Â«Ê‰œÌ
W * P P œ—
W * N N,SING,PR,GEN „¬À—
W * N N,SING,PR —ÕÌ„Ì
W * P P »«
W * N N,PL,COM,GEN «»Ì« 
W * N N,SING,PR —‘œÌ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,TIME Å”
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ‰”» 
W * N N,SING,NFL,GEN œ«œ‰
W * N N,SING,PR —‘œÌ
W * P P »Â
W * N N,SING,SURN,GEN Œ«‰
W * N N,PL,COM Œ«‰«‰
W * N N,SING,COM ‘ﬂ
W * CON CON Ê
W * N N,SING,COM,INDF  —œÌœÌ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,NFL,GEN »Êœ‰
W * N N,SING,PR —‘œÌ
W * CON CON ‰Ì“
W * N N,SING,COM «‘«—Â
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,PRS,POS,3 „Ì ‰ÊÌ”œ
W * DELM DELM :
W * QUA QUA ÂÌç
W * N N,SING,COM ﬂ”
W * P P «“
W * N N,SING,COM „ﬁ«„
W * CON CON Ê
W * N N,SING,COM „ﬂ«‰
W * CON CON Ê
W * N N,SING,COM ‰«„
W * CON CON Ê
W * N N,SING,COM,GEN ‰‘«‰
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM Œ»—
W * V V,SUB,NEG,3 ‰œÂœ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * N N,SING,COM,GEN „Ê·›
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN “„—Â
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * N N,SING,COM ‘„«—
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »Â Â—Õ«·
W * PRO PRO,DEMO,SING «Ì‰
W * N N,SING,COM,INDF „Ê÷Ê⁄Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,PR,GEN „¬À—
W * N N,SING,PR —ÕÌ„Ì
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM,GEN „œÕ ﬂ‰‰œê«‰
W * N N,SING,SURN Œ«‰
W * N N,PL,COM Œ«‰«‰
W * N N,SING,COM,GEN –ﬂ—
W * N N,SING,COM,INDF ‘⁄—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR,GEN ”Ì«‰Ì
W * N N,SING,PR œ—ê“Ì‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,PL,COM,GEN “»«‰Â«Ì
W * ADJ ADJ,SIM  —ﬂÌ
W * DELM DELM °
W * ADJ ADJ,SIM ›«—”Ì
W * CON CON Ê
W * ADJ ADJ,SIM Â‰œÌ
W * N N,SING,COM ‘⁄—
W * V V,PA,PRG,POS,3 „Ì ”—Êœ
W * DELM DELM .
W * CON CON Ê·Ì
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »Ì 
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM  —ﬂÌ
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON œ—’Ê— Ì ﬂÂ
W * N N,PL,COM,GEN «»Ì« 
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * ADJ ADJ,SIM Ê«÷Õ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,INDF ‘«⁄—Ì
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * DELM DELM °
W * ADJ ADJ,SIM «Ì—«‰Ì ‰é«œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM .
W * CON CON «“«Ì‰ —Ê
W * N N,SING,COM,GEN –ﬂ—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM,GEN ‘⁄—«Ì
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR «ÊÕœÌ
W * P P,GEN œ—»«—Â
W * N N,SING,PR ’«·Õ
W * V V,PRS,POS,3 „Ì ‰ê«—œ
W * DELM DELM :
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM «“„‰Â
W * DELM DELM °
W * N N,SING,PR ’«·Õ
W * N N,SING,COM,INDF ‰«„Ì
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM,GEN Õ÷Ê—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM œ—ﬂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P «“
W * N N,SING,COM Œ«—Ã
W * P P »Â
W * N N,SING,LOC,PR Â‰œ
W * ADJ ADJ,INO ¬„œÂ
W * CON CON Ì⁄‰Ì
W * P P «“
W * N N,PL,COM  «“Â Ê«—œ‘œê«‰
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * N N,PL,COM  «“Â Ê«—œ‘œê«‰
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * CON CON ê—çÂ
W * ADJ ADJ,SIM „„ﬂ‰
W * V V,PRE,SIM «” 
W * ADJ ADJ,SIM «Ì—«‰ “«
W * V V,SUB,POS,3 »«‘œ
W * CON CON «„«
W * V V,AUX,NIN,POS »«Ìœ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * CON CON ‰Ì“
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN  –ﬂ—Â
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,NUM ”Â
W * N N,SING,COM ‰›—
W * P P »Â
W * N N,PL,COM,GEN ‰«„Â«Ì
W * N N,SING,PR ’«·Õ
W * N N,SING,COM –ﬂ—
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON Ê·Ì
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,INDF ﬂ”Ì
W * P P »«
W * N N,PL,COM,GEN Œ’Ê’Ì« 
W * N N,SING,PR,GEN ’«·Õ
W * ADJ ADJ,SIM „–ﬂÊ—
W * P P œ—
W * N N,SING,PR ⁄—›« 
W * N N,SING,COM „‘«ÂœÂ
W * V V,PRS,NEG,3 ‰„Ì ‘Êœ
W * CON CON Ê
W * N N,PL,COM,INDF «»Ì« Ì
W * CON CON ﬂÂ
W * P P «“
W * DET DET «Ì‰
W * N N,SING,NUM ”Â
W * N N,SING,COM ‰›—
W * N N,SING,COM ‰ﬁ·
W * ADJ ADJ,INO ‘œÂ
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,PR,GEN ’«·Õ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN »ÕÀ
W * PRO PRO,personal,PL,1 „«
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * P P,GEN œ—»«—Â
W * N N,SING,PR ÿ«·»Ì
W * P P œ—
W * N N,SING,PR ⁄—›« 
