Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * PRO PRO,INDF,SING Â„Â
W * V V,PRE,ADJC,6 ‘«Ì⁄ —‰œ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM ‹
W * N N,SING,COM ¬— —Ê“
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,SING,COM,GEN ¬— —Ì 
W * N N,SING,COM —Ê„« ÊÌÌœ
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,SING,COM ‰ﬁ—”
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,COM,GEN —Ê„« Ì”„
W * N N,PL,COM,GEN «‰”«Ã
W * ADJ ADJ,SIM ‰—„
W * N N,SING,NUM 5
W * DELM DELM ‹
W * N N,SING,COM ·ÊÅÊ”
W * DELM DELM .
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 40
W * N N,SING,COM,GEN œ—’œ
W * DET DET «Ì‰
W * N N,PL,COM »Ì„«—ÌÂ«
W * N N,SING,COM,GEN „⁄«·ÃÂ
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * CON CON Ê
W * ADJ ADJ,SIM œ«∆„Ì
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,PL,COM,INDF ¬— —Ì Â«ÌÌ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ⁄· 
W * N N,SING,COM,GEN ⁄›Ê‰ 
W * ADJ ADJ,SIM „Ìﬂ—»Ì
W * N N,SING,COM «ÌÃ«œ
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * P P »«
W * N N,SING,COM,GEN  ÃÊÌ“
W * N N,PL,COM ¬‰ Ì »ÌÊ ÌﬂÂ«
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ‘—ÿ
W * N N,SING,COM,GEN  ‘ŒÌ’
W * ADJ ADJ,SIM ›Ê—Ì
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM,GEN  Ã“ÌÂ
W * N N,SING,COM,GEN „«Ì⁄
W * ADJ ADJ,SIM „›’·Ì
W * ADV ADV,deg,SIM »ﬂ·Ì
W * N N,SING,COM œ—„«‰
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »Ì„«—Ì
W * N N,SING,COM ‰ﬁ—”
W * CON CON ‰Ì“
W * P P »«
W * N N,PL,COM,GEN œ—„«‰Â«Ì
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * ADJ ADJ,SIM «„—Ê“Ì
W * N N,SING,COM,GEN „⁄«·ÃÂ
W * ADJ ADJ,SIM ﬂ«„·
W * DELM DELM °
W * ADJ ADJ,SIM «„ﬂ«‰ Å–Ì—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ê—ÊÂ
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM »Ì„«—ÌÂ«
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 50
W * N N,SING,COM œ—’œ
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * P P œ—
W * N N,PL,COM,GEN „—«Õ·
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,SING,COM »Ì„«—Ì
W * ADJ ADJ,SIM ﬁ«»· œ—„«‰
W * CON CON Ê
W * N N,SING,COM,GEN „⁄«·ÃÂ
W * ADJ ADJ,SIM ‰”»Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ì«‰
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * N N,SING,COM,GEN ¬— —Ì 
W * N N,SING,COM —Ê„« ÊÌÌœ
W * CON CON Ê
W * N N,SING,COM ·ÊÅÊ”
W * N N,SING,COM ‰«„
W * V V,PA,SIM,POS,3 »—œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ﬂ·Ì
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 10
W * N N,SING,COM œ—’œ
W * P P «“
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM —Ê„« Ì”„Ì
W * N N,SING,COM,GEN „⁄«·ÃÂÒ
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * DELM DELM °
W * CON CON Ê·Ì
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P »«
W * N N,SING,COM œ—„«‰
W * N N,SING,COM,GEN ‘œ 
W * N N,SING,COM »Ì„«—Ì
W * RA RA —«
W * N N,SING,COM ﬂ«Â‘
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * N N,PL,COM,GEN „Ê«œ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ‰Ì«“
W * DELM DELM _
W * N N,SING,COM,GEN ”Ì‰Â
W * N N,SING,COM „—€
W * DELM DELM °
W * P P,GEN »œÊ‰
W * N N,SING,COM ç—»Ì
W * CON CON Ê
W * N N,SING,COM ÅÊ” 
W * CON CON Ê
W * N N,SING,COM «” ŒÊ«‰
W * DELM DELM .
W * N N,SING,NUM 2
W * DELM DELM _
W * N N,SING,COM ””
W * N N,SING,COM ”ÊÌ«
W * DELM DELM .
W * N N,SING,NUM 3
W * DELM DELM _
W * N N,SING,NUM 2
W * N N,SING,CONT ﬁ«‘ﬁ
W * N N,SING,COM ‘ﬂ—
W * DELM DELM .
W * N N,SING,NUM 4
W * DELM DELM _
W * N N,SING,NUM 5
W * N N,SING,CONT ﬁ«‘ﬁ
W * N N,SING,COM,GEN ¬»·Ì„Ê
W * ADJ ADJ,SIM  «“Â
W * DELM DELM .
W * N N,SING,NUM 5
W * DELM DELM _
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ﬁ«‘ﬁ
W * ADJ ADJ,SIM,GEN ”Ì—
W * N N,SING,COM —‰œÂ
W * MORP MORP,MADJ ‘œÂ
W * DELM DELM .
W * N N,SING,NUM 6
W * DELM DELM _
W * N N,SING,NUM 2
W * N N,SING,CONT ÅÌ„«‰Â
W * N N,SING,COM,GEN ·Ê»Ì«çÌ Ì
W * ADJ ADJ,SIM  ÅŒ Â ‘œÂ
W * DELM DELM .
W * N N,SING,NUM 7
W * DELM DELM _
W * N N,SING,NUM 2
W * N N,SING,CONT ÅÌ„«‰Â
W * N N,SING,COM,GEN ””
W * N N,SING,COM êÊÃÂ ›—‰êÌ
W * DELM DELM .
W * N N,SING,COM,GEN ÿ—“
W * N N,SING,COM  ÂÌÂ
W * DELM DELM :
W * N N,SING,ORD «» œ«
W * N N,SING,COM,GEN ”Ì‰Â
W * N N,SING,COM „—€
W * RA RA —«
W * P P œ—
W * N N,SING,COM œÌ”
W * V V,SUB,POS,5 »ê–«—Ìœ
W * DELM DELM °
W * N N,SING,COM ¬»·Ì„Ê
W * DELM DELM °
W * N N,SING,COM,GEN ””
W * N N,SING,COM ”ÊÌ«
W * DELM DELM °
W * N N,SING,COM ‘ﬂ—
W * CON CON Ê
W * N N,SING,COM ”Ì—
W * RA RA —«
W * ADJ ADJ,SIM „Œ·Êÿ
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM „—€
W * V V,IMP,POS,5 »—Ì“Ìœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM 2
W * P P  «
W * N N,SING,NUM 4
W * N N,SING,TIME ”«⁄ 
W * V V,IMP,POS,5 »ŒÊ«»«‰Ìœ
W * DELM DELM .
W * CON CON ”Å”
W * N N,SING,COM êÊÃÂ ›—‰êÌ
W * CON CON Ê
W * N N,SING,COM,GEN ””
W * N N,SING,COM êÊÃÂ ›—‰êÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN „Œ·Êÿ ﬂ‰
W * ADJ ADJ,SIM »—ﬁÌ
W * ADJ ADJ,SIM „Œ·Êÿ
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM .
W * ADV ADV,GENR,TIME ¬‰ê«Â
W * N N,SING,COM „—€
W * RA RA —«
W * P P «“
W * N N,SING,COM „«ÌÂ
W * N N,SING,COM Œ«—Ã
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ê
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 2
W * P P  «
W * N N,SING,NUM 3
W * N N,SING,TIME œﬁÌﬁÂ
W * P P œ—
W * N N,SING,COM ›—
W * P P »«
W * N N,SING,COM,GEN œ—ÃÂ
W * N N,SING,COM ﬂ»«» Å“
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,5 œÂÌœ
W * DELM DELM .
W * ADV ADV,GENR,TIME ¬‰ê«Â
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM ‘ﬂ·
W * N N,SING,COM,GEN —ÊÌ
W * ADJ ADJ,SIM,GEN œÌê—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM ﬂ»«»
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM .
W * CON CON ”Å”
W * N N,SING,COM,GEN —ÊÌ
W * QUA QUA Â—
W * N N,SING,CONT ﬁÿ⁄Â
W * N N,SING,COM ‰«‰
W * N N,SING,COM,GEN „ﬁœ«—
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * N N,SING,COM,GEN ·Ê»Ì«
W * ADJ ADJ,SIM ÅŒ Â
W * CON CON Ê
W * N N,SING,NUM ç‰œ
W * N N,SING,COM  ﬂÂ
W * N N,SING,COM „—€
W * V V,SUB,POS,5 »ê–«—Ìœ
W * CON CON Ê
W * N N,SING,COM ‰«‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM ·ﬁ„Â
W * V V,IMP,POS,5 »ÅÌç«‰Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN Ÿ—›
W * ADJ ADJ,SIM,GEN „Œ’Ê’
W * N N,SING,COM ›—
W * RA RA —«
W * ADJ ADJ,SIM ç—»
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ê
W * N N,PL,COM ·ﬁ„Â Â«
W * RA RA —«
W * N N,SING,COM,GEN ﬂ‰«—
W * PRO PRO,REC ÌﬂœÌê—
W * N N,SING,COM,GEN —ÊÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,SUB,POS,5 »ê–«—Ìœ
W * DELM DELM .
W * P P œ—
W * N N,SING,ORD Å«Ì«‰
W * N N,SING,COM,GEN „Œ·Êÿ
W * N N,SING,COM êÊÃÂ ›—‰êÌ
W * RA RA —«
W * N N,SING,COM,GEN —ÊÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,IMP,POS,5 »—Ì“Ìœ
W * CON CON Ê
W * N N,SING,COM Å‰Ì—
W * RA RA —«
W * N N,SING,COM,AFF,3 —ÊÌ‘
W * V V,IMP,POS,5 »Å«‘Ìœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ›—
W * P P »«
W * N N,SING,NUM 573
W * N N,SING,COM,GEN œ—ÃÂ
W * N N,SING,COM ›«—‰Â«Ì 
W * DELM DELM °
W * N N,SING,NUM ”Â
W * N N,SING,TIME œﬁÌﬁÂ
W * V V,IMP,POS,5 »Å“Ìœ
W * DELM DELM °
W * IF IF «ê—
W * N N,SING,COM Å‰Ì—
W * DELM DELM °
W * ADJ ADJ,SIM “—œ
W * CON CON Ì«
W * ADJ ADJ,SIM ﬁÂÊÂ «Ì
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * ADV ADV,GENR,SIM ”—Ì⁄«
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM Ÿ—›
W * RA RA —«
W * V V,IMP,POS,5 »ÅÊ‘«‰Ìœ
W * DELM DELM .
W * N N,PL,COM,GEN »—‘Â«Ì
W * N N,SING,COM ﬂÌﬂ
W * DELM DELM °
W * ADJ ADJ,SIM ’«›
W * CON CON Ê
W * ADJ ADJ,SIM Ìﬂ œ” 
W * ADJ ADJ,INO »—ÌœÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * QUA QUA Â—
W * N N,SING,COM »«—
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  Ì€Â
W * N N,SING,COM ﬂ«—œ
W * ADJ ADJ,SIM ”—œ
W * V V,PA,SIM,POS,3 ‘œ
W * ADV ADV,GENR,REPT „Ãœœ«
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ¬»
W * N N,SING,COM ÃÊ‘
W * V V,SUB,POS,5 »“‰Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ·Â
W * N N,SING,COM ﬁ‰œ
W * CON CON Ì«
W * N N,SING,COM,INDF ‘ﬂ—Ì
W * RA RA —«
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ŒÊ—œ
W * N N,SING,COM ﬁ«·Ì
W * V V,PA,NAR,POS,3 —› Â
W * CON CON Ê
W * ADJ ADJ,INO ç”»ÌœÂ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ﬂ„ﬂ
W * N N,SING,COM,INDF ¬»Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Õ ÊÌ
W * N N,SING,COM,INDF ﬂ„Ì
W * N N,SING,COM «·ﬂ·
W * V V,PRE,SIM «” 
W * ADJ ADJ,SIM  „Ì“
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM .
W * IF IF «ê—
W * N N,SING,TIME »⁄œ
W * P P «“
W * ADJ ADJ,SIM Å«ﬂ
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,PL,COM ”»“ÌÃ« 
W * DELM DELM °
W * N N,PL,COM,AFF,5 «‰ê‘ Â«Ì «‰
W * ADJ ADJ,SIM ﬂœ—
W * CON CON Ê
W * ADJ ADJ,SIM »œ—‰ê
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * P P »«
W * N N,SING,NUM,GEN ‰’›
W * N N,SING,NUM Ìﬂ
W * N N,SING,CONT ⁄œœ
W * N N,SING,COM ·Ì„Ê —‘
W * N N,PL,COM «‰ê‘ Â«
W * RA RA —«
W * N N,SING,COM „«·‘
W * V V,SUB,POS,5 œÂÌœ
W * DELM DELM .
W * DELM DELM ‹
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM,INDF «›—«œÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM €–«ÌÌ
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * N N,SING,NFL,GEN ŒÊ—œ‰
W * QUA QUA Â„Â
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM ”«·«œ
W * P P,GEN »œÊ‰
W * N N,SING,COM êÊ‘ 
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,NFL,GEN ŒÊ—œ‰
W * QUA QUA,GEN Â„Â
W * N N,SING,COM ‰Ê⁄
W * N N,SING,COM êÊ‘ 
W * P P,GEN »œÊ‰
W * N N,SING,COM »—‰Ã
W * CON CON Ê
W * N N,PL,COM Õ»Ê»« 
W * RA RA —«
W * V V,PRS,POS,6 „Ì Å”‰œ‰œ
W * DELM DELM .
W * V V,PRE,NC,3 «Ì‰Ã«” 
W * CON CON ﬂÂ
W * N N,SING,COM „‘ﬂ·
W * DELM DELM °
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * RA RA —«
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR ·«Ê—‰”
W * N N,SING,PR ç”ﬂÌ‰
W * N N,SING,COM,GEN „œÌ—
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,COM,GEN  ‰«”»
W * N N,SING,COM,GEN «‰œ«„
W * N N,SING,LOC,GEN »Ì„«—” «‰
W * N N,SING,COM Ã«‰
W * N N,SING,PR Â«ÅﬂÌ‰“
W * P P œ—
W * N N,SING,LOC,PR »«· Ì„Ê—
W * ADJ ADJ,SIM „⁄ ﬁœ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,TIME ê«ÂÌ
W * N N,SING,GR „—œ„
W * ADV ADV,deg,SIM ¬‰ﬁœ—
W * P P «“
W * N N,SING,COM,GEN ‰Ê⁄
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM,AFF,6 €–«ÌÌ‘«‰
W * ADJ ADJ,SIM Œ” Â
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Õ Ì
W * P P «“
W * N N,SING,COM ‘ﬂ«Ì 
W * N N,SING,NFL ﬂ—œ‰
W * CON CON Â„
W * N N,SING,COM ’—›‰Ÿ—
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM °
W * CON CON çÊ‰
W * N N,SING,COM,GEN —éÌ„
W * PRO PRO,personal,PL,3 ¬‰«‰
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM «›—«ÿÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,PL,COM,GEN Ê⁄œÂ Â«Ì
W * N N,PL,COM,AFF,6 €–«Ì‘«‰
W * RA RA —«
W * ADJ ADJ,SIM ﬂ„
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM °
W * N N,PL,COM,GEN ﬂ«·—ÌÂ«Ì
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * N N,SING,COM «” ›«œÂ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ì«
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ‰«œ—” 
W * N N,SING,COM €–«
W * N N,SING,COM „’—›
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * P P »Â
W * DET DET «Ì‰
W * N N,PL,COM,GEN „Ê«—œ
W * ADJ ADJ,SIM »«·«
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM Ê—“‘
W * N N,SING,NFL ‰ﬂ—œ‰
W * RA RA —«
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN Œ” êÌ
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P œ—
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * DET DET «Ì‰
W * N N,PL,COM,GEN «ﬁœ«„« 
W * ADJ ADJ,SIM ‰«œ—” 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,INDF,SING ¬‰çÂ
W * CON CON ﬂÂ
W * N N,PL,COM —éÌ„ êÌ—‰œê«‰
W * N N,SING,COM œ—ﬂ
W * V V,PRS,NEG,6 ‰„Ì ﬂ‰‰œ
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »—‰«„Â
W * ADJ ADJ,SIM,GEN ’ÕÌÕ
W * N N,SING,COM,GEN ﬂ«Â‘
W * N N,SING,COM Ê“‰
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,AFF,6 «‰—éÌ ‘«‰
W * RA RA —«
W * N N,SING,COM  ﬁÊÌ 
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM „Ê÷Ê⁄
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ›ﬁÿ
W * ADV ADV,GENR,SIM ﬂ„
W * V V,SUB,POS,5 »ŒÊ—Ìœ
W * CON CON »·ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * ADV ADV,GENR,SIM œ—” 
W * V V,SUB,POS,5 »ŒÊ—Ìœ
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * DET DET «Ì‰
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM,GEN €–«ÌÌ
W * ADJ ADJ,SIM ”«·„
W * RA RA —«
W * P P »«
W * N N,SING,COM Ê—“‘
W * ADJ ADJ,SIM Â„—«Â
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM .
W * N N,SING,NUM ç‰œ
W * N N,SING,COM ÊÌéêÌ
W * P P œ—
W * N N,SING,COM –Ì·
W * N N,SING,COM »Ì«‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰ﬁÿÂ
W * N N,SING,COM ‘—Ê⁄
W * N N,SING,COM  ·ﬁÌ
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * N N,SING,COM,GEN „’—›
W * N N,SING,COM ﬂ«·—Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,TIME —Ê“
W * N N,SING,COM  ﬁ”Ì„
W * V V,IMP,POS,5 ﬂ‰Ìœ
W * CON CON Êﬁ Ì
W * PRO PRO,personal,PL,2 ‘„«
W * P P,GEN »—«Ì
W * N N,SING,NUM çÂ«—
W * P P  «
W * N N,SING,NUM ‘‘
W * N N,SING,TIME ”«⁄ 
W * N N,SING,COM €–«
W * V V,PRS,NEG,5 ‰„Ì ŒÊ—Ìœ
W * DELM DELM °
W * N N,SING,COM „ﬁœ«—
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM,GEN ”ÊŒ Ì
W * N N,SING,COM,AFF,5 »œ‰ «‰
W * N N,SING,COM ﬂ«Â‘
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Êﬁ⁄
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Œ” êÌ
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * ADJ ADJ,SIM „Â„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM,GEN ›Ê«’·
W * ADJ ADJ,SIM „‰Ÿ„
W * N N,SING,COM €–«
W * V V,IMP,POS,5 »ŒÊ—Ìœ
W * CON CON  «
W * ADJ ADJ,SIM Å—«‰—éÌ
W * V V,SUB,POS,5 »«‘Ìœ
W * DELM DELM .
W * N N,SING,TIME ﬁ»·
W * P P «“
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM »«‘ê«Â
W * V V,SUB,POS,5 »—ÊÌœ
W * P P «“
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,SING,COM,GEN ”ÊŒ 
W * ADJ ADJ,SIM ﬂ«›Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN „ «»Ê·Ì”„
W * N N,PL,COM ”·Ê·Â«
W * ADJ ADJ,SIM „ÿ„∆‰
W * V V,SUB,POS,5 ‘ÊÌœ
W * DELM DELM .
W * P P «“
W * N N,SING,NFL,GEN ŒÊ—œ‰
W * ADJ ADJ,SIM,GEN Ìﬂ»«—Â
W * N N,SING,COM,GEN „ﬁœ«—
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * N N,SING,COM ﬂ«·—Ì
W * V V,IMP,POS,5 »Å—ÂÌ“Ìœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM Œ«ÿ—
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬂ‰ —·
W * QUA QUA,GEN ﬂ·
W * N N,SING,COM ﬂ«·—Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Ìﬂ»«—Â
W * P P,GEN Ê«—œ
W * N N,SING,COM »œ‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * ADJ ADJ,SIM „‘ﬂ·
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ‰ ÌÃÂ
W * ADJ ADJ,SIM „„ﬂ‰
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN Ê“‰
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM «›“«Ì‘
W * V V,SUB,POS,3 Ì«»œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN „ﬁœ«—
W * ADJ ADJ,SIM ﬂ«›Ì
W * DELM DELM °
W * N N,SING,COM ¬Â‰
W * N N,SING,COM „’—›
W * V V,IMP,POS,5 ﬂ‰Ìœ
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM œÂ
W * N N,SING,COM,GEN œ—’œ
W * N N,PL,COM “‰«‰
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * DELM DELM °
W * P P «“
W * N N,PL,COM,GEN ”‰Ì‰
W * N N,SING,COM »çêÌ
W * P P »«
W * N N,SING,COM,GEN ﬂ„»Êœ
W * N N,SING,COM ¬Â‰
W * V V,PRE,ADJC,6 „Ê«ÃÂ‰œ
W * DELM DELM .
W * N N,SING,COM ¬Â‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «›“«Ì‘
W * N N,SING,COM «‰—éÌ
W * CON CON Ê
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * N N,SING,COM »œ‰
W * ADJ ADJ,SIM ÷—Ê—Ì
W * V V,PRE,SIM «” 
W * CON CON “Ì—«
W * P P «“
W * N N,PL,COM,GEN ”«“‰œÂ Â«Ì
W * ADJ ADJ,SIM,GEN „Â„
W * N N,PL,COM,GEN ê·»Ê·Â«Ì
W * ADJ ADJ,SIM,GEN ﬁ—„“
W * N N,SING,COM ŒÊ‰
W * V V,PRE,SIM «” 
W * CON CON Ê
W * DET DET «Ì‰
W * N N,PL,COM ê·»Ê·Â«
W * N N,SING,COM «ﬂ”Ìé‰
W * RA RA —«
W * P P »Â
W * N N,PL,COM „«ÂÌçÂ Â«
W * N N,SING,COM Õ„·
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,PR ›—«‰”Ì”
W * N N,SING,PR »—ê
W * DELM DELM °
W * N N,SING,COM,GEN „ Œ’’
W * N N,SING,COM  €–ÌÂ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * P P,GEN »Ì‰
W * N N,SING,COM Œ” êÌ
W * CON CON Ê
W * N N,SING,COM »Ì Õ«·Ì
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ„»Êœ
W * N N,SING,COM ¬Â‰
W * N N,SING,COM,INDF «— »«ÿÌ
W * ADJ ADJ,SIM „” ﬁÌ„
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM,GEN „‰»⁄
W * N N,SING,COM,GEN  Ê·Ìœ
