Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * N N,PL,COM «” «–Ì‰
W * V V,PA,NAR,POS,3 »—ê—œ«‰œÂ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN  —Ã„ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * CON CON Â„
W * N N,PL,COM «” «œ«‰
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ·›Ÿ
W * N N,SING,COM ”Œ‰
W * CON CON Â„
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM  ﬂ·„
W * N N,SING,COM  —Ã„Â
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN  —Ã„ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * ADV ADV,GENR,REPT „Ãœœ«
W * DET DET Â„«‰
W * N N,SING,COM ”Œ‰
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM ∫
W * CON CON Ê·Ì
W * N N,SING,COM,GEN „ —Ã„
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,SING,PR «»Ê«·„›«Œ—
W * N N,SING,PR ÌÕÌÌ
W * N N,SING,PR »«Œ—“Ì
W * CON CON ﬂÂ
W * DET DET Â„Ì‰
W * N N,SING,COM Ã„·Â
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR «Ê—«œ«·«Õ»«»
W * DELM DELM °
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * P P «“
W * N N,SING,PR,GEN ¬œ«» «·„—ÌœÌ‰
W * N N,SING,PR ”Â—Ê—œÌ
W * DELM DELM °
W * N N,SING,COM  —Ã„Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * N N,SING,COM,GEN ·›Ÿ
W * N N,SING,COM  ﬂ·„
W * RA RA —«
W * CON CON Â„
W * P P »Â
W * DET DET Â„«‰
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM ⁄—»Ì
W * ADJ ADJ,INO ¬Ê—œÂ
W * CON CON Ê
W * AR AR ⁄‰œ«·«” «–Ì‰
W * RA RA —«
W * CON CON Â„
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM «’·
W * N N,SING,COM,GEN  —Ã„ÂÒ
W * P P »Â
W * N N,SING,COM „Ã·”
W * N N,PL,COM „Â —«‰
W * ADJ ADJ,INO »ÊœÂ
W * ADJ ADJ,INO »—ê—œ«‰œÂ
W * V V,PRE,SIM «” 
W * P P »Â
W * N N,SING,SURN,GEN Õ÷— 
W * N N,PL,COM «” «œ«‰
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM „Ã·”
W * RA RA —«
W * P P,DET »œÌ‰
W * N N,SING,COM ’Ê— 
W * ADJ ADJ,INO œ—¬Ê—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P »Â
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,PR,GEN ”›Ì«‰
W * N N,SING,PR ÀÊ—Ì
W * P P «“
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR »‰ „»«—ﬂ
W * N N,SING,COM,INDF ”∆Ê«·Ì
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,PR ⁄»œ«··Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,SING,1 „‰
W * P P »Â
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,COM «” «œ
W * DET DET ¬‰
W * N N,SING,COM  ﬂ·„
W * V V,SUB,NEG,1 ‰ﬂ‰„
W * DELM DELM .
W * N N,SING,COM,INDF  ÕÊ·Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Ã„·Â
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * P P œ—
W * N N,SING,COM  —Ã„Â
W * P P «“
W * N N,SING,COM ›«—”Ì
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * CON CON Ê
W * CON CON ”Å”
W * P P «“
W * N N,SING,COM ⁄—»Ì
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 œÌœ
W * DELM DELM °
W * ADV ADV,GENR,SIM „”·„«
W * P P œ—
W * N N,SING,COM,GEN ÃÂ 
W * ADJ ADJ,SIM „À» 
W * ADJ ADJ,INO,NEG ‰»ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «’·
W * N N,SING,COM,INDF Ã„·Â «Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR «’›Â«‰Ì
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,deg,SIM »Â „—« »
W * ADJ ADJ,CMPR œ·‰‘Ì‰ —
W * CON CON Ê
W * ADJ ADJ,CMPR ‘ﬂÊÂ„‰œ —
W * P P «“
W * N N,SING,COM,GEN  —Ã„Â
W * N N,SING,COM ›«—”Ì
W * ADJ ADJ,SIM,GEN ⁄—»Ì “œÂ
W * N N,SING,PR »«Œ—“Ì
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * N N,SING,PR,GEN ⁄„—
W * N N,SING,PR ‘Ì—ﬂ«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ”Œ‰«‰
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * RA RA —«
W * P P œ—
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM „Œ ·›
W * N N,SING,COM „·«ÕŸÂ
W * V V,PA,SIM,POS,4 ﬂ—œÌ„
W * DELM DELM .
W * N N,SING,COM Õ«·
W * V V,PRS,POS,1 „Ì ŒÊ«Â„
W * N N,SING,COM,INDF ”ƒ«·Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN Ã„·ÂÒ
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * N N,SING,PR,GEN «»‰
W * N N,SING,PR „»«—ﬂ
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,SUB,POS,1 ﬂ‰„
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,I ç—«
W * N N,PL,COM,GEN ‰ÊÌ”‰œê«‰
W * ADJ ADJ,SIM ﬁœÌ„
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR «’›Â«‰Ì
W * CON CON Ê
W * N N,SING,PR ”„⁄«‰Ì
W * DELM DELM °
W * DET DET «Ì‰
W * N N,PL,COM,GEN Ã„·« 
W * ADJ ADJ,SIM ›«—”Ì
W * RA RA —«
W * ADV ADV,GENR,SIM ⁄Ì‰«
W * P P œ—
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,COM,GEN ê“«—‘
W * ADJ ADJ,SIM,GEN ⁄—»Ì
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,NAR,POS,6 ¬Ê—œÂ «‰œ
W * DELM DELM ø
W * ADV ADV,I ç—«
W * DET DET «Ì‰
W * N N,PL,COM Ã„·« 
W * RA RA —«
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * V V,PA,NAR,NEG,6 ‰Ì«Ê—œÂ «‰œ
W * DELM DELM ø
W * DET DET «Ì‰
W * N N,SING,COM ”ƒ«·
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM,GEN „ Ê‰
W * ADJ ADJ,SIM œÌê—
W * CON CON ﬂÂ
W * N N,PL,COM Ã„·« 
W * CON CON Ê
W * CON CON Ì«
W * N N,PL,COM,GEN ﬂ·„« 
W * ADJ ADJ,SIM ›«—”Ì
W * RA RA —«
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON Ê
W * ADV ADV,GENR,SIM ‘«Ìœ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Å«”Œ
W * ADJ ADJ,SIM ﬂ·Ì
W * P P »Â
W * QUA QUA,GEN Â„ÂÒ
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,AUX,NIN,NEG ‰ Ê«‰
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM °
W * CON CON Ê·Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,PL,COM,INDF ”Œ‰«‰Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * N N,SING,COM ‰ﬁ·
W * V V,PA,SIM,POS,4 ﬂ—œÌ„
W * DELM DELM °
W * N N,SING,COM,GEN ‰ﬂ ÂÒ
W * ADJ ADJ,SIM,INDF Œ«’Ì
W * P P »Â
W * N N,SING,COM ç‘„
W * V V,PRS,POS,3 „Ì ŒÊ—œ
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * N N,SING,COM Ã„·Â
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM Õ—„ 
W * CON CON Ê
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM «œ»
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM ⁄·„«
W * CON CON Ê
W * V V,PRE,ADJC,3 »“—ê —Â«” 
W * DELM DELM °
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM ‘«ê—œ
W * P P »Â
W * N N,SING,COM «” «œ
W * DELM DELM °
W * CON CON Ì«
W * N N,SING,COM „—Ìœ
W * P P »Â
W * N N,SING,SURN ‘ÌŒ
W * DELM DELM °
W * CON CON Ì«
W * N N,SING,COM,INDF ‘Œ’Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN ·Õ«Ÿ
W * ADJ ADJ,SIM ⁄·„Ì
W * ADJ ADJ,CMPR ﬂÊçﬂ —
W * V V,PRE,SIM «” 
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM,INDF ‘Œ’Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „— »ÂÒ
W * ADJ ADJ,CMPR,INDF »«·« —Ì
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * DET DET «Ì‰
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM «œ»
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM »Œ’Ê’
W * P P œ—
W * N N,PL,COM,GEN ÃÊ«„⁄
W * ADJ ADJ,SIM,GEN „ „œ‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * DELM DELM °
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,SING,LOC,PR Œ—«”«‰
W * DELM DELM °
W * N N,SING,COM —⁄«Ì 
W * ADJ ADJ,INO,PRG „Ì ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ‘Ê«Âœ
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * CON CON Â„
W * V V,PRS,POS,3 Â” 
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM ‰Ÿ—
W * RA RA —«
W * N N,SING,COM  √ÌÌœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,PL,COM,INDF ”Œ‰«‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P «“
W * PRO PRO,R,XOD,GEN ŒÊœ
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM «Â„Ì 
W * CON CON Ê
W * N N,SING,COM,GEN «—“‘
W * N N,SING,COM «œ»
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DELM DELM :
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM Œœ„ 
W * P P «“
W * PRO PRO,R,XOD,GEN ŒÊœ
W * N N,SING,COM Œœ„ 
W * ADJ ADJ,CMPR »««—“‘ —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ”Œ‰«‰
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM «œ»
W * N N,SING,COM,GEN ⁄Ì‰
W * N N,SING,COM ŒÊœ‘‰«”Ì
W * ADJ ADJ,INO œ«‰” Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,PL,GR „—œ„«‰
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM «œ»
W * N N,SING,COM ”Œ‰
W * ADV ADV,deg,SIM »”Ì«—
W * V V,PA,NAR,POS,6 ê› Â «‰œ
W * DELM DELM °
W * CON CON «„«
W * PRO PRO,personal,PL,1 „«
W * V V,PRS,POS,4 „Ì êÊ∆Ì„
W * CON CON ﬂÂ
W * N N,SING,COM «œ»
W * N N,SING,COM,GEN „⁄—› 
W * N N,SING,COM ‰›”
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ‘«Âœ
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,COM œ«” «‰
W * N N,SING,COM,GEN „·«ﬁ« 
W * N N,SING,PR,GEN «»ÊÕ›’
W * N N,SING,PR,GEN Õœ«œ
W * N N,SING,PR ‰Ì‘«»Ê—Ì
W * P P »«
W * N N,SING,PR,GEN Ã‰Ìœ
W * N N,SING,PR »€œ«œÌ
W * P P œ—
W * N N,SING,LOC,PR »€œ«œ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR «»ÊÕ›’
W * N N,SING,COM ¬Â‰ê—
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,COM  «“Ì
W * V V,PA,PRG,NEG,3 ‰„Ì œ«‰” 
W * DELM DELM °
W * CON CON Ê·Ì
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,INDF ⁄«—›Ì
W * V V,PA,SIM,POS,3 »Êœ
W * ADJ ADJ,SIM „·«„ Ì
W * CON CON Ê
W * P P œ—
W * N N,PL,COM,GEN ﬂ «»Â«Ì
W * N N,SING,COM ’Ê›ÌÂ
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,SING,COM,GEN „‰“·ÂÒ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN „‘«ÌŒ
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,LOC,PR Œ—«”«‰
W * N N,SING,COM Ì«œ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,PR «»ÊÕ›’
W * N N,PL,COM,GEN „—Ìœ«‰
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,INDF êÊ‰Â «Ì
W * N N,SING,COM  —»Ì 
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,SURN,GEN ‘ÌŒ
W * PRO PRO,R,XOD ŒÊœ
W * ADV ADV,deg,SIM »”Ì«—
W * P P »«
W * N N,SING,COM «Õ —«„
W * CON CON Ê
W * N N,SING,COM «œ»
W * N N,SING,COM —› «—
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * N N,SING,COM,INDF Êﬁ Ì
W * P P »«
W * N N,PL,COM,AFF,3 „—Ìœ«‰‘
W * N N,SING,COM,GEN ‰“œ
W * N N,SING,PR Ã‰Ìœ
W * V V,PA,SIM,POS,6 —› ‰œ
W * DELM DELM °
W * DET DET Â„Ì‰
W * N N,SING,COM «„—
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN  ⁄Ã»
W * N N,SING,PR Ã‰Ìœ
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * DELM DELM :
W * PRO PRO,personal,SING,2  Ê
W * N N,PL,COM,GEN „—Ìœ«‰
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM «œ»
W * N N,PL,COM Å«œ‘«Â«‰
W * V V,PA,NAR,POS,2 ¬„ÊŒ Â «Ì
W * DELM DELM .
W * N N,SING,COM,GEN „·«ﬁ« 
W * N N,SING,PR Ã‰Ìœ
W * CON CON Ê
W * N N,SING,PR «»ÊÕ›’
W * P P œ—
W * N N,PL,COM,GEN ÕœÊœ
W * N N,PL,ORD,GEN «Ê«”ÿ
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD,GEN ”Ê„
W * ADJ ADJ,SIM ÂÃ—Ì
W * N N,SING,COM —Œ
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,INDF “„«‰Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * N N,PL,COM €“‰ÊÌ«‰
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ Ì
W * N N,PL,COM ”«„«‰Ì«‰
W * CON CON Â„
W * N N,SING,COM  ‘ﬂÌ·
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * PRO PRO,INDF,SING ¬‰çÂ
W * N N,SING,PR Ã‰Ìœ
W * P P œ—
W * N N,SING,COM –Â‰
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM °
W * N N,SING,COM,GEN Å«œ‘«ÂÌ
W * N N,PL,COM ”«”«‰Ì«‰
W * CON CON Ê
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM,GEN œ—»«—Ì
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM «”·«„
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ⁄· 
W * CON CON «Ì‰ ﬂÂ
W * N N,SING,COM,GEN «œ»
W * N N,PL,COM,GEN „—Ìœ«‰
W * ADJ ADJ,SIM,GEN «Ì—«‰Ì
W * N N,SING,SURN,GEN ‘ÌŒ
W * ADJ ADJ,SIM ‰Ì‘«»Ê—Ì
W * N N,SING,COM,GEN „ÊÃ»
W * N N,SING,COM,GEN  ⁄Ã»
W * N N,SING,SURN,GEN ‘ÌŒ
W * ADJ ADJ,SIM »€œ«œÌ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM Õ—„ 
W * CON CON Ê
W * N N,SING,COM «œ»
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM Œ—«”«‰Ì«‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ’Ê— 
W * P P œ—
W * N N,PL,COM,GEN ÃÊ«„⁄
W * ADJ ADJ,SIM ⁄—»Ì
W * CON CON Ê
W * N N,SING,LOC,PR ⁄—«ﬁ
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,SING,COM ÊÃÊœ
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM,INDF ‰Ÿ—Ì
W * CON CON ﬂÂ
W * N N,SING,PR Ã‰Ìœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN «œ»
W * N N,PL,COM,GEN „—Ìœ«‰
W * N N,SING,PR «»ÊÕ›’
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN «œ»
W * N N,PL,COM Å«œ‘«Â«‰
W * N N,SING,COM ﬁÌ«”
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM Œ«·Ì
W * P P «“
W * N N,SING,COM ÿ⁄‰Â
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM  ’Ê›
W * RA RA —«
W * P P œ—
W * N N,SING,COM ›ﬁ—
W * CON CON Ê
W * N N,SING,COM ›—Ê ‰Ì
W * CON CON Ê
W * N N,SING,COM «› «œêÌ
W * V V,PRS,POS,3 „Ì »Ì‰œ
W * DELM DELM °
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,SING,SURN,GEN ‘ÌŒ
W * ADJ ADJ,SIM ‰Ì‘«»Ê—Ì
W * N N,SING,COM,GEN —› «—
W * N N,PL,COM,GEN Å«œ‘«Â«‰
W * ADJ ADJ,SIM,GEN ﬁœÌ„
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * N N,SING,COM  ﬁ·Ìœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,SING,COM,GEN «œ»
W * N N,SING,COM œ—»«—Ì
W * P P «“
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM ÿ·»
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * CON CON Ê·Ì
W * N N,SING,COM ÕﬁÌﬁ 
W * N N,SING,COM «„—
W * P P,DET »œ«‰
W * N N,SING,COM êÊ‰Â
W * CON CON ﬂÂ
W * N N,SING,PR Ã‰Ìœ
W * N N,SING,COM  ’Ê—
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM .
W * N N,SING,PR «»ÊÕ›’
W * CON CON Â„
W * P P »Â
W * N N,SING,PR Ã‰Ìœ
W * N N,SING,COM  –ﬂ—
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ê
W * V V,PRS,POS,3 „Ì êÊÌœ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM ÿÊ—
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ê„«‰
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,PR «»ÊÕ›’
W * N N,SING,COM,INDF ‘ÌŒÌ
W * V V,PRE,SIM «” 
W * ADJ ADJ,SIM „·«„ Ì
W * DELM DELM °
W * CON CON Ê
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM,GEN —Ê‘
W * ADJ ADJ,SIM,GEN  —»Ì Ì
W * N N,PL,COM „·«„ Ì«‰
W * N N,SING,NFL,GEN ‘ﬂ” ‰
W * N N,SING,COM €—Ê—
W * CON CON Ê
W * N N,SING,COM ŒÊœ»Ì‰Ì
W * CON CON Ê
W * N N,SING,COM Œ—œ
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ‰›”
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR «»ÊÕ›’
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * CON CON çÊ‰
W * N N,SING,COM,INDF —Ê“Ì
W * N N,PL,COM,AFF,3 „—Ìœ«‰‘
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,6 ê› ‰œ
W * CON CON ﬂÂ
W * DELM DELM :
W * N N,SING,COM,GEN ç«Â
W * N N,SING,LOC,PR „»—“
W * ADJ ADJ,SIM Å—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P »Â
W * N N,PL,COM,AFF,3 „—Ìœ«‰‘
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM Å—
W * V V,PA,NAR,POS,4 ﬂ—œÂ «Ì„
W * CON CON Ê
W * PRO PRO,R,XOD ŒÊœ
W * V V,AUX,NIN,POS »«Ìœ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * ADJ ADJ,SIM Œ«·Ì
W * V V,SUB,POS,4 ﬂ‰Ì„
W * DELM DELM !
W * N N,PL,COM,AFF,3 ¬” Ì‰Â«Ì‘
W * RA RA —«
W * ADV ADV,GENR,LOC »«·«
W * V V,PA,SIM,POS,3 “œ
W * CON CON Ê
W * P P »«
W * N N,PL,COM ﬂÊ“Â ‘ﬂ” Â Â«
W * N N,SING,COM ‘—Ê⁄
W * V V,PA,SIM,POS,3 ﬂ—œ
W * P P »Â
W * ADJ ADJ,SIM Œ«·Ì
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ç«Â
W * CON CON Ê
W * N N,PL,COM,AFF,3 „—Ìœ«‰‘
W * CON CON Â„
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ÅÌ—ÊÌ
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,NUM 7
W * CON CON »‰«»—«Ì‰
W * DELM DELM °
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,COM,INDF çÌ“Ì
W * CON CON ﬂÂ
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * P P »Â
W * N N,SING,PR «»ÊÕ›’
W * N N,SING,COM ‰”» 
W * V V,PA,SIM,POS,3 œ«œ
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
